"language","text"
"Russian","И Фуни - я же на прошлой неделе была на ее дне рожденья?"
"Russian","Когда я рассказала Джуд о том, кто придет, она бойко заметила:"
"Russian","Кроме того, раз будет больше шести человек, придется пригласить и Майкла."
"Russian","Я хочу сказать, девять - так девять."
"Russian","Все будет в порядке."
"Russian","Потом мне позвонила Шерон."
"Russian","Я тут видела Ребекку и спросила, идет ли она на твой день рожденья и похоже она на тебя здорово обижена."
"Russian","Ой-ей-ей, теперь придется пригласить и Ребекку и Мартина-Жуткого Зануду."
"Russian","Но тогда надо будет пригласить и Джоану."
"Russian","И теперь, пообещав приготовить ужин, я никак не могу заявить им, что нам лучше пойти в ресторан."
"Russian","Я прослыву стервой и летняйкой."
"Russian","Только что вернулась домой и прослушала холодное, обиженное сообщение от Фуни на автоответчике:"
"Russian","Пожалуйста, перезвони нам."
"Russian","Теперь мне ясно, что проведу свой день рожденья у плиты - буду готовить еду на шестнадцать ртов."
"Russian","Суббота, 18 Марта"
"Russian","плохо, тем более что это всего за два часа), 3827 каллорий (отвратительно)."
"Russian","Только этого мне не хватало."
"Russian","Моя мать опять ворвалась ко мне в квартиру - недавняя истерика о том, что она - Попрыгунья-Стрекоза была, словно по волшебству, начисто забыта."
"Russian","Ты выглядишь ужасно."
"Russian","На все девяносто."
"Russian","Ну, ладно, деточка, представляешь?"
"Russian","Так, все, иду гулять по магазинам."
"Russian","Воскресенье, 19 Марта"
"Russian","Теперь я вижу, что рассуждала мелочно и неправильно - моя квартира не слишком мала, чтобы принять в ней девятнадцать человек и ничего со мной не случится, если в свой день рожденья я сама приготовлю ужин."
"Russian","Вместо того, чтобы мечтать о походе в шикарный ресторан с каким-нибудь секс-богом с огромной, золотой кредитной карточкой, буду думать о своих друзьях, как о большой, дружной, африканской, или, может быть, турецкой семье."
"Russian","Наше общество придает черезчур большое значение внешности, возрасту и социальному статусу."
"Russian","Любовь - вот что важнее всего."
"Russian","Эти девятнадцать человек - мои друзья, они мечтают быть тепло принятыми в моем доме, чтобы в дружеской, домашней обстановке отметить мой праздник - они меня не осудят."
"Russian","Я приготовлю для них картофельную запеканку с мясом - по старому, доброму, английскому рецепту."
"Russian","Это будет восхитительный, сердечный, этнический, семейный пир, как в странах Третьего Мира."
"Russian","Понедельник, 20 Марта"
"Russian","На гарнир к картофельной запеканке решила подать поджаренный на углях Бельгийский салат-эндивий, лардоны из сыра ""Рокфор"" и тушеную колбаску ""Чоризо"" - эдакий модный штришок - (ни разу этого не готовила, но уверена, что будет легко)."
"Russian","За этим последуют индивидуальные суфле из ликера ""Гранд Марнье""."
"Russian","Жду - не дождусь дня рожденья."
"Russian","Уверена, что за мной утвердится слава блестящей поварихи и хозяйки."
"Russian","Вторник, 21 Марта: день рожденья"
"Russian","Только что вляпалась новой черной вельветовой туфелькой на высоком каблуке от ""Pied a terre"" в тазик с картофельным пюре, (теперь скорее: рied-a-pomme-de-terre6)."
"Russian","Все столики, полки и пол в кухне уставлены тазами с фаршем и картофельным пюре."
"Russian","Уже пол-седьмого, а мне еще надо сбегать в магазин за продуктами для суфле из ликера ""Гранд Марнье"" и другими позабытыми мелочами."
"Russian","Ой, боже мой - вдруг вспомнила, что тюбик с противозачаточным кремом все еще валяется около раковины."
"Russian","Надо будет также спрятать новомодные кухонные банки с этими идиотскими белочками и открытку от Джейми с ягненком и текстом: ""С Днем Рожденья!"
"Russian","Угадай, которая из них ты?""."
"Russian","А ответ внутри гласит: ""Ты - та, что за холмом."
"Russian","Сходить в магазин."
"Russian","Вернуться с продуктами, которые забыла купить раньше."
"Russian","Соорудить картофельную запеканку и засунуть ее в духовку, (о, боже, надеюсь, она туда влезет)."
"Russian","Приготовить суфле из ликера ""Гранд Марнье""."
"Russian","(Пожалуй, сейчас самое время отпить глоточек ""Гранд Марнье""."
"Russian","В конце концов, сегодня мой день рожденья)."
"Russian","""Гранд Марнье"" - вкуснятина."
"Russian","Проверить, хорошо ли вымыты тарелки, ножи, вилки и ложки и элегантно разложить их веером."
"Russian","Ах да, надо также купить промокашки, (или салфетки?"
"Russian","Никак не запомню, как их обычно называют)."
"Russian","Навести порядок и придвинуть мебель к стенам."
"Russian","Сделать эту тушеную лардоно-чоризовую хреновину."
"Russian","После этого останется ровно полчаса, чтобы привести себя в порядок, так что оснований для паники нет."
"Russian","Мне просто необходима сигарета."
"Russian","Уже без четверти семь."
"Russian","Как же так?"
"Russian","Только что вернулась из магазина и кажется опять забыла купить масло."
"Russian","Черт, черт, черт."
"Russian","Картофельная запеканка до сих пор лежит в тазах по всему полу, а я еще не вымыла голову."
"Russian","Полезла за молоком и обнаружила, что забыла в магазине продуктовую сумку."
"Russian","А в ней были яйца."
"Russian","Это значит... О боже, и оливковое масло... значит, не смогу сделать этот поджаренный салат."
"Russian","Самое милое дело - залезть в ванну со стаканом шампанского, а потом привести себя в порядок."
"Russian","В конце концов, если я буду прилично выглядеть, то смогу продолжать стряпать и при гостях, а Том сбегает за недостающими продуктами."
"Russian","Звонят в дверь, а я в трусах и в лифчике, волосы мокрые."
"Russian","Весь пол в запеканке."
"Russian","Начинаю ненавидеть своих гостей."
"Russian","Я целых два дня надрывалась, а они сейчас ворвутся и набросятся на еду, как саранча."
"Russian","Так и охота открыть дверь и заорать ""Ох, да пошли вы все на х...!"""
"Russian","На пороге стояли Магда, Том, Шерон и Джуд с бутылкой шампанского."
"Russian","Они приказали мне побыстрее привести себя в порядок и пока я сушила волосы и одевалась, вымыли кухню и выбросили картофельную запеканку."
"Russian","Оказывается Магда заказала большой стол в ресторане ""192"" и велела всем идти прямо туда, а не ко мне домой, так что все уже там со своими подарками и ждут меня к ужину."
"Russian","Магда рассказала, что необъяснимое, жутковатое шестое чувство подсказало им, что суфле из ""Гранд Марнье"" и поджаренная лардоновая хреновина у меня не получатся."
"Russian","Обожаю своих друзей и не променяю их ни на какую турецкую семейку в чадрах и чалмах."
"Russian","Значит так: с завтрашнего дня я возобновляю свои новогодние резлюции и добавляю к ним следующее:"
"Russian","Перестать быть неврастеничкой и всего бояться."
"Russian","Я постараюсь не"
"Russian","Спать с или обращать какое бы то ни было внимания на Даниела Кливера."
"Russian","Готовится в миксере (в специальном стакане для приготовления смешанных напитков)."
"Russian","Подается без льда в коктейльной рюмке (100 мл)."
"Russian","Стала знаменитостью и пользовалась бешенным успехом, будучи ребенком."
"Russian","Апрель - Внутренний баланс."
"Russian","Воскресенье, 2 Апреля"
"Russian","В какой-то статье я читала, что отличительной чертой Катлин Тинан - покойной жены покойного Кеннета Тинана1 - был ""внутренний баланс""."
"Russian","Даже за домашним письменным столом она была неизменно безукоризненно одета и потягивала охлажденное белое вино."
"Russian","Случись Катлин Тинан с опозданием сдать Перпетуе рекламные сообщения для печати, она бы не стала валяться в одежде под диванными подушками, курить сигарету за сигаретой, лакать холодное саки из горла, или лихорадочно наводить марафет, чтобы хоть чем-то отвлечься."
"Russian","Катлин Тинан не позволила бы Даниелу Кливеру спать с ней лишь когда ему взбредет на то охота и не быть при этом ее оффициальным другом."
"Russian","Кроме того, она бы не пила без меры и не болела бы с похмелья на следующий день."
"Russian","Вот бы быть как Катлин Тинан, (но, разумеется, живой, а не мертвой)."
"Russian","Поэтому в последнее время, как только мне кажется, что ситуация вот-вот превратится в хаос, я повторяю в уме словосочетание: ""внутренний баланс"" и мысленно рисую себе картину: я, в белых льняных одеждах сижу за столом, на котором стоит букет цветов."
"Russian","За последние шесть дней я не выкурила ни одной сигареты."
"Russian","С Даниелом держусь с величественным достоинством, не шлю ему электронные письма, не флиртую и не сплю с ним вот уже три недели."
"Russian","За последние семь дней выпила лишь три алкогольных напитка, да и то неохотно, только ради Тома."
"Russian","Он жаловался, что проводить вечера с обновленной, свободной от пороков мной так же странно, как обедать с устрицей, креветкой, или еще каким-нибудь вялым морским чудищем."
"Russian","Мое тело - это храм."
"Russian","А не пора ли спать?"
"Russian","Ох нет, всего лишь 20:30."
"Russian","Я переключила и зашаталась от ужаса."
"Russian","Показывали рекламу ""Передачи с Анной и Ником""."
"Russian","Анна и Ник сидели на диванчике, а между ними помещался ромбик - телевизионный спецэффект - и в нем была видна моя мать, разодетая и размалеваная, как чертова Жа Жа Габор2."
"Russian","Пока Анна болтала, ромбик зашевелился, живо переехал на первый план, заслонил собой Анну и Ника и вырос, и я увидела, как мама пихает микрофон под нос какой-то мышеобразной тетеньке."
"Russian","Затем ромбик съежился, развернулся, отъехал в сторону и на экране опять появились Анна и Ник на своем диване, только на этот раз не веселые, а с постными рожами."
"Russian","Папа был убит."
"Russian","Мама ему ни слова не сказала о своей новой карьере телеведущей."
"Russian","По-моему, он не желает признавать очевидного."
"Russian","Он внушил себе, что у мамы просто очередной возрастной кризис, что она уже поняла, какую допустила ошибку, но ей слишком стыдно просить у него прощения."
"Russian","Что ж, лично я приветствую нежелание признавать очевидное."
"Russian","Можно внушить себе все, что угодно и быть счастливым, как птица - пока ваша развеселая жена не появится на телеэкране и не начнет ковать себе карьеру из обломков вашей супружеской жизни."
"Russian","Я попробовала притвориться, что не считаю ситуацию безнадежной и что мама, быть может, уже сейчас планирует завершить новую рубрику торжественным воссоединением с ним, но толку от этого было мало."
"Russian","Ведь он ничего не знает о Джулио и о том дядьке из бюро налогов."
"Russian","Я предложила ему провести время вместе - в субботу мы поужинаем в хорошем ресторане, а в воскресенье погуляем, но он сказал, что с ним все в порядке."
"Russian","В субботу Алконберри устраивают для членов ""Спасательной Лодки"" старомодный английский ужин."
"Russian","Вторник, 4 Апреля"
"Russian","Приняла твердое решение избавиться от привычки вечно опаздывать на работу и опорожнять почтовый ящик, лишь когда в него перестают влезают угрозы от судебных приставов и т.д."
"Russian","Решила начать процесс самоусовершенствования с изучения взаимоотношений времени и поступков."
"Russian","Не могу ни заснуть, ни встать."
"Russian","Думаю о Даниеле."
"Russian","Варю кофе, подумываю съесть грейпфрут."
"Russian","Размораживаю шоколадный эклер."
"Russian","Пялюсь на одежду."
"Russian","Пытаюсь отыскать черную мини-юбку от Лайкры3."
"Russian","В поисках юбки, выгребаю шмотки со дна шифонера."
"Russian","Проматриваю ящики и проверяю закуток за креслом в спальне."
"Russian","Проверяю содержимое корзины для глажки."
"Russian","Проверяю содержимое корзины для грязного белья."
"Russian","Закуриваю сигарету, чтобы приободриться."
"Russian","Бельевой кризис, следовательно, единственная чистая пара трусов - просторные, белые, хлопчатобумажные панталоны."
"Russian","Такое уродство, что нечего и думать, их даже на работу одевать нельзя, (психологический ущерб)."
"Russian","Плетусь обратно к корзине для глажки."
"Russian","Нахожу неподходящие черные, кружевные бикини - будут щипаться, но лучше, чем гигантские, белые, как мумия трусы-ужастик."
"Russian","Кажется, эта пара съежилась - место между ногами поднимается на три дюйма над коленями и дальше не идет."
"Russian","Беру вторую пару, но на одной ноге нахожу дырку на видном месте."
"Russian","Вдруг вспоминаю, что мини-юбка от Лайкры была на мне, когда я в тот вечер вернулась домой с Даниелом."
"Russian","Топаю в гостинную."
"Russian","На третьей паре дырка зияет на носке."
"Russian","Дырка превращается в стрелку, которая теперь будет предательстки выглядывать из туфли."
"Russian","Возвращаюсь к корзине для глажки."
"Russian","Нахожу последнюю пару черных непрозрачных колготок."
"Russian","Эта пара закручена в узел, как веревка и усыпана обрывками бумажных носовых платков."
"Russian","Распутываю и стряхиваю кусочки бумаги."
"Russian","Начинаю гладить блузку."
"Russian","Ищу щетку для волос."
"Russian","Нахожу ее в сумке."
"Russian","Сушу волосы феном."
"Russian","Получается черт знает что."
"Russian","Поливаю волосы лейкой и снова сушу."
"Russian","Все другие подходящие блузки и рубашки в стирке."
"Russian","Паникую насчет времени."
"Russian","Пытаюсь вывести пятно."
"Russian","Блузка насквозь промокает."
"Russian","Сушу ее утюгом."
"Russian","В отчаянии выкуриваю сигарету и минут пять читаю какую-то туристическую брошюру, чтобы успокоиться."
"Russian","Решаю проверить почту - может пришло что-нибудь хорошенькое."
"Russian","Стараюсь вспомнить, что я искала."
"Russian","Возобновляю поиски сумки."
"Russian","Неожиданно вспоминаю: когда искала щетку для волос, сумка была в спальне, но все равно не могу ее найти."
"Russian","Наконец нахожу под кучей одежды."
"Russian","Закидываю эту кучу обратно в шифонер."
"Russian","Готова к выходу."
"Russian","Не могу найти ключи."
"Russian","В бешенстве шарю по всему дому."
"Russian","Обнаруживаю, что забыла щетку для волос."
"Russian","Три часа и тридцать пять минут между пробуждением и уходом на работу - это не дело."
"Russian","В будущем, надо вставать сразу, как проснусь и полностью изменить систему стирки белья."
"Russian","Раскрываю газету и узнаю, что какой-то осужденный убийца в Америке убежден, что власти зашили ему в задницу микрочип и теперь следят за его передвижениями."
"Russian","Ужасаюсь при мысли о наличии подобного микрочипа в собственной заднице, особенно по утрам."
"Russian","Среда, 5 Апреля"
"Russian","Сегодня я поделилась с Джуд насчет внутреннего баланса, а она рассказала мне о самовспомогательной книге про Дзэн, которую сейчас читает."
"Russian","Она сказала, что в жизни Дзэн можно применить где угодно: Дзэн и искусство ходить по магазинам, Дзэн и искусство покупать квартиры, и т. д. Она сказала, что все дело не в борьбе, а в Течении."
"Russian","Например, если у вас неприятности или вам ничего не удается, не надо напрягаться или злиться."
"Russian","Наоборот, надо расслабиться, наощупь слиться со всеобщим Течением и все образуется."
"Russian","Она говорит, это то же самое, как когда не можешь открыть дверь и чем ожесточеннее ворочаешь ключом - тем делаешь хуже."
"Russian","Но вынь его, смажь губной помадой и как бы прощупай, куда повернуть и - Эврика!"
"Russian","Только, не надо рассказывать об этом Шерон, т. к. она считает, что все это ерунда."
"Russian","Четверг, 6 Апреля"
"Russian","Встретилась с Джуд, чтобы тихонько кирнуть и снова поболтать о Течении."
"Russian","Мы сидели в баре и вдруг я заметила в затемненной углу знакомую фигуру в костюме, с приятными, томными, слегка расплывшимися чертами: это был Магдин Джереми."
"Russian","Помахала ему и тут же заметила, как на его лице промелькнул ужас."
"Russian","Это заставило меня обратить внимание на его визави."
"Russian","Это была: а) не Магда, б) женщина, еще не достигшая тридцатилетнего возраста, с) в костюме, который я дважды примеряла в универмаге ""Уислс"" и который, в конце-коцов сочла себе не по карману."
"Russian","Было ясно, что Джереми попробует выпутаться из ситуации эдаким небрежным ""Привет, не сейчас"" кивком, которым бы он и удовлетворил нашу старую, близкую, стойкую дружбу и одновременно дал понять, что сейчас не время скреплять ее поцелуями и задушевной беседой."
"Russian","Я готова была подыграть ему, но вдруг меня осенило: минуточку!"
"Russian","Это ж запрещенный удар!"
"Russian","Если Магдин муж не стесняется открыто ужинать с этой никчемной шлюшкой в моем костюме, так пусть он меня ей представит."
"Russian","Я нарочно поменяла направление, чтобы пройти около их столика и он тут же сделал вид, будто всецело поглощен беседой, а когда я проходила мимо, поднял глаза и подарил мне твердую, уверенную улыбку, как бы объясняя: ""деловая встреча""."
"Russian","Я зыркнула на него, желая заорать: ""ага, сейчас, деловая встреча"" и затрусила дальше."
"Russian","И все-таки, что же мне теперь делать?"
"Russian","Не рассказывать Магде?"
"Russian","Звякнуть к Магде и спросить, все ли в порядке?"
"Russian","Звякнуть к Джереми и спросить у него, все ли в порядке?"
"Russian","Звякнуть к Джереми и припугнуть его, что все расскажу Магде, если он не бросит эту ведьму в моем костюме?"
"Russian","Не лезть не в свое дело?"
"Russian","Вспомнив про Дзэн, Катлин Тинан и Внутренний Баланс, я приняла свою версию позы ""Салют Солнцу"", которой когда-то научилась в классе йоги и привела себя в состояние равновесия, размышляя о своем внутреннем руле и ожидая прилива Течения."
"Russian","И тогда я твердо решила никому ничего не говорить, т. к. сплетня - это молниеносно действующий яд."
"Russian","Вместо этого, буду почаще звонить к Магде, буду у нее на подхвате."
"Russian","Если что-то действительно неладно, (а она со своей женской интуицией обязательно это почует), у нее будет с кем поговорить и только тогда я расскажу ей о том, что я видела."
"Russian","Борьба не доводит до добра; все дело в Течении."
"Russian","Дзэн и искусство жизни."
"Russian","Хмммм, но с другой стороны, как это меня угораздило наткнуться на Джереми и его никчемную шлюху, если не через Течение?"
"Russian","А раз так, как это понимать?"
"Russian","Вторик, 11 Апреля"
"Russian","По-моему, у Магды и Джереми все в порядке, значит это действительно была простая деловая встреча."
"Russian","Все-таки в идеях Дзэн и Течения есть доля правды, ведь я, несомненно, поступила правильно, когда решила расслабиться и следовать своему чутью."
"Russian","На следующей неделе я иду на торжественный литературный вечер в ресторан ""Айви"", в честь выхода в печать ""Мотоцикла Кафки""."
"Russian","Я решительно настроена не бояться этого блестящего вечера, не паниковать, не напиваться и не убегать домой."
"Russian","Наоборот, я намерена вести себя с достоинством, улучшить манеру держаться в обществе и Заставить Вечеринку Сработать Мне на Руку - как я недавно вычитала в какой-то статье, в каком-то журнале."
"Russian","Оказывается, Тина Браун - главный редактор ""Нью Йоркца""4 - на вечеринках держится просто блестяще."
"Russian","Она красиво скользит от группы к группе."
"Russian","""Мартин Эймис!5 Нельсон Мандела!6 Ричард Гир!7"" бросает она, словно каждому хочет сказать: ""Боже мой!"
"Russian","Никому в жизни я не радовалась так, как вам!"
"Russian","Вы уже познакомились с самым блестящим, после вас, человеком на этой вечеринке?"
"Russian","А я побежала - мне надо наладить кое с кем контакт!"
"Russian","Вот бы быть как Тина Браун, но разумеется, не вкалывать так, как она."
"Russian","Вообще в той статье было много полезных советов."
"Russian","Оказывается, на вечеринках ни в коем случае нельзя говорить с одним и тем же человеком долее двух минут."
"Russian","Когда это время истечет, надо сказать: ""По-моему нам полагается циркулировать."
"Russian","Было очень приятно познакомиться"" и отойти."
"Russian","Не стоит лишаться дара речи, если на вопрос: ""Где вы работаете?"""
"Russian","вам отвечают: ""Гробовщиком"" или же: ""В агенстве по Заботе о Детях"", надо просто спросить: ""И вам нравится эта работа?"""
"Russian","Знакомя людей друг с другом, не забудьте прибавить к их именам одну-две детали об их жизни и увлечениях, чтоб им было с чего начать разговор."
"Russian","Например, ""Это Джон - он из Новой Зеландии и любит ветер""."
"Russian","Или, ""Джина - заядлая парашютистка."
"Russian","Она живет на барже""."
"Russian","И самое главное, никогда не идите на вечеринку без определенной цели: будь то - ""наладить контакты"" - то есть пополнить ваш спискок деловых знакомств новыми именами, чтобы в будущем улучшить карьеру; или подружиться с неким определенным лицом; или просто ""провернуть"" большую сделку."
"Russian","Теперь мне понятна моя ошибка: я ходила на вечеринки с единственной целью - не слишком напиваться."
"Russian","Понедельник, 17 Апреля"
"Russian","Завтра ""Мотоцикл Кафки""."
"Russian","Сейчас выработаю для себя список определенных целей."
"Russian","Только просмотрю рекламы и звякну к Джуд."
"Russian","Ладно, позже придумаю еще несколько."
"Russian","Не хочу я идти на эту жуткую вечеринку."
"Russian","Хочу сидеть дома с бутылкой вина и смотреть ""Истендерс""."
"Russian","Вторник, 18 Апреля"
"Russian","Вечеринка началась плохо - меня окружали сплошь незнакомые лица, следовательно, я никого никому не могла представить."
"Russian","Нашла себе выпивку, а потом заметила Перпетую."
"Russian","Она болтала с Джеймсом из ""Телеграфа""8."
"Russian","Мне очень хотелось применить свои познания на практике, поэтому я уверенно подошла к ним, но вместо того, чтобы сказать: ""Джеймс, это Бриджет, из Северного Хэмптоншира."
"Russian","Она увлекается гимнастикой"", (я скоро снова начну ходить в спорт-зал), Перпетуя преспокойно продолжала болтать."
"Russian","Она основательно нарушила двух-минутный лимит и решительно не замечала меня."
"Russian","Некоторое время я мыкалась то тут, то там и чувствовала себя полным ботаном, а потом заметила Саймона из рыночного отдела."
"Russian","Я притворилась будто вовсе не собиралась присоединяться к кружку Перпетуи и целеустремленно ринулась к Саймону, готовясь воскликнуть в стиле Тины Браун: ""Саймон Барнетт!"""
"Russian","Однако, на пол-пути я заметила, что Саймон из рыночного отдела вступил в разговор с Джулианом Барнсом."
"Russian","Чувствуя, что обязательно запутаюсь в возгласе ""Саймон Барнетт!"
"Russian","и кроме того, не смогу придать ему достаточно радостный тон, я нерешительно затормозила и попробовала исчезнуть из поля зрения Саймона, но он, как назло, успел заметил меня и теперь раздраженно спрашивал:"
"Russian","Зачем я это сказала?"
"Russian","Я увидела, как на тонких, но симпатичных губах Джулиана Барнса заиграла ироничная улыбка."
"Russian","Спасибо, - пискнула я и ринулась к выходу."
"Russian","Я проскочила через вертящиеся двери, привалилась к стене, с трудом перевела дыхание и забормотала: ""внутренний баланс, внутренний баланс""."
"Russian","Пока все шло не шибко гладко, это уж точно."
"Russian","Я с тоской посмотрела на лестницу."
"Russian","В голове мелькнула чертовски соблазнительная мысль: сбежать домой, переодеться в комбинашку и включить телевизор."
"Russian","Однако, вспомнив Список Определенных Целей, я резко шмыгнула носом, прошептала: ""внутренний баланс"", толкнула дверь и вернулась на вечеринку."
"Russian","Перпетуя все еще стояла около двери."
"Russian","Теперь она болтала со своими жуткими подругами: Пегги и Арабеллой."
"Russian","Когда я вернулась с тремя бокалами вина и стаканом перье, они уже вовсю состязались в остроумии:"
"Russian","Это значит, целое поколение людей в наши дни знакомится с великими литературными произведениями - Остен, Элиотом, Диккенсом, Шекспиром - исключительно через телевидение."
"Russian","Они переключают телек с ""Домашней Вечеринкой у Ноэла"" на ""Свидание с Незнакомкой"", наткнутся на какой-нибудь сериал и думают, это и есть настоящие Остен и Элиот."
"Russian","""Свидание с Незнакомкой"" идет по субботам, в пятнадцать минут восьмого, после ""Гладиаторов""."
"Russian","А ""Свидание с Незнакомкой"", значит, хорошая передача?"
"Russian","Ненавижу Перпетую, когда она вот так выпендривается."
"Russian","Глупая, старая, толстожопая клуша."
"Russian","А я думала, это мыло или шампунь, - надулась я, набрала пригоршню палочек сотэ и запихнула их в рот."
"Russian","Потом я подняла глаза и увидела прямо перед собой высокого, темноволосого мужчину в костюме."
"Russian","Я невольно раскрыла рот и палочки сотэ чуть было не высыпались оттуда."
"Russian","Это был Марк Дарси."
"Russian","Но на этот раз не в усыпанном ромбами свитере, в стиле Арнольда Палмера10."
"Russian","Это Перпетуя... - начала я и тут же запнулась, похолодев."
"Russian","Ну, что я могла сказать?"
"Russian","Перпетуя - очень толстая и вечно шпыняет меня?"
"Russian","Марк - очень богат и у него была жестокая жена?"
"Russian","Разумеется, я о вас слышала, - затараторила Перпетуя, очевидно воображая себя Прунеллой Скейлс11 из ""Фолти Тауэрс"", а его - Герцогом Эдинборовским."
"Russian","Она широко раскрыла глаза и заморгала каким-то особенным образом, (наверное, думает, это ее очень красит)."
"Russian","Как вам понравилось Большое Яблоко12?"
"Russian","В таком случае Бриджит, определенно, передовая постмодернистка, - заметил Марк Дарси."
"Russian","Мне показалось, что он нарочно издевается надо мной."
"Russian","Я невольно перевела взгляд на ее задницу, думая про себя: ""уж чья бы корова мычала"" и вдруг заметила, что Марк Дарси смотрит туда же."
"Russian","Я извиняюсь, но вы нарочно притворяетесь тупийцей, - заявила она и покраснела, как бурак."
"Russian","Я говорю о неизбежном вандализме культурной структуры."
"Russian","Мне показалось, Марк Дарси вот-вот расхохочется."
"Russian","Я смотрю на них и чувствую себя толстой, - добавила я, - Ладно, было очень приятно познакомиться."
"Russian","Я стояла в очереди за своим пальто и размышляла, до какой степени наличие или отсутствие свитера в ромбах может изменить внешность человека и вдруг почувствовала, как чьи-то руки обхватили мою талию."
"Russian","Куда это ты так рано убегаешь, - он наклонился и поцеловал меня."
"Russian","Я тебя не видела."
"Russian","А вот я тебя видел."
"Russian","Ты болтала с Марком Дарси."
"Russian","Терпеть не могу тупого ботана."
"Russian","Словно бабка старая."
"Russian","А ты его откуда знаешь?"
"Russian","Они приехали, когда мы жили в Бэкингхеме..."""
"Russian","В детстве мы с ним вместе барахтались в надувном бассейне."
"Russian","Внутренний баланс, повторила я в уме, внутренний баланс."
"Russian","Она слишком тонкая."
"Russian","Если присмотреться, почти просвечивает."
"Russian","Ты никогда не думала, что у твоей блузки может быть... булимия?"
"Russian","Переспи со мной!"""
"Russian","А что - ты тоже его знаешь?"
"Russian","Мы выполняли для него какое-то задание."
"Russian","Он чрезвычайно приятный и обаятельный человек."
"Russian","Ты же говорила, тот парень на Карри из Индюшки был настоящим дибилом?"
"Russian","Суббота, 22 Апреля"
"Russian","Сегодня радостный, исторический день."
"Russian","Целых 18 лет я старалась сбавить вес до 119 фунтов и сегодня, наконец, добилась этого."
