"language","text"
"Russian","Он отложил книгу."
"Russian","Её отец — учитель?"
"Russian","Один из близнецов жив, но второй умер."
"Russian","Я хочу однажды съездить в Африку."
"Russian","Так как было воскресенье, в супермаркете была толпа."
"Russian","Покупатели стояли в очереди."
"Russian","Мне нравится бейсбол."
"Russian","Я сделаю тебя счастливой."
"Russian","Я думаю, он скрывает от полиции информацию."
"Russian","В школе мы выучили, что квадратный корень из девяти — это три."
"Russian","Не могли бы Вы мне его немного уменьшить?"
"Russian","Настоящее счастье состоит в том, чтобы желать малого."
"Russian","Он дал мне на время две книги, ни одну из которых я ещё не прочитал."
"Russian","Будь на вокзале ровно в одиннадцать."
"Russian","Кивок — это знак согласия."
"Russian","Я слышал, как молодая девушка звала на помощь."
"Russian","Все мы считаем Томаса Эдисона великим изобретателем."
"Russian","Он пришёл, когда мы сидели за столом."
"Russian","Я надеюсь, что тебе удастся выиграть приз."
"Russian","Она всегда говорит по-английски."
"Russian","Давай перейдём через дорогу."
"Russian","Великий критик и поэт путешествуют вместе."
"Russian","Я проснулся и обнаружил в комнате вора."
"Russian","Почини часы."
"Russian","Они ожидали, пока ворота откроют."
"Russian","Я против этой идеи."
"Russian","Обязательно отправьте это письмо."
"Russian","Это правило применимо не во всех случаях."
"Russian","Вы уверены, что никогда его не встречали?"
"Russian","Тебе лучше не пить так много кофе так поздно."
"Russian","Сегодня больше облаков, чем вчера."
"Russian","В джазе используются те же ноты, которые использовал Бах."
"Russian","От ошибок никто не застрахован."
"Russian","Он попросил меня разбудить его в шесть."
"Russian","У меня есть привычка вставать рано."
"Russian","У тебя есть какие-нибудь карандаши?"
"Russian","Я встретил её в кафе около станции."
"Russian","Невозможно заставить его понять новую теорию."
"Russian","Я бегаю быстрее всех."
"Russian","Хотя я понимаю то, что Вы говорите, я не могу с Вами согласиться."
"Russian","Будь осторожен по дороге домой."
"Russian","Я встретил друга на станции."
"Russian","Он сделал одну и ту же ошибку дважды."
"Russian","Пожалуйста, угощайтесь пиццей."
"Russian","Эти яйца продаются дюжинами?"
"Russian","Майк ездит в школу на автобусе."
"Russian","Я хочу, чтобы ты вернул мне книгу, которую взял на днях."
"Russian","Сдайте ваши работы."
"Russian","Ты этого не знал?"
"Russian","Вчера Майк пробежал очень быстро."
"Russian","Он по ошибке взял не ту шляпу."
"Russian","Меня часто путают с моим братом."
"Russian","Я наконец-то закончил это домашнее задание."
"Russian","Есть растения, которые отпугивают насекомых."
"Russian","Куда бы он ни пошёл, он везде с кем-нибудь знакомится."
"Russian","Пожалуйста, поднимите этот вопрос на следующей встрече."
"Russian","Население увеличивается."
"Russian","Двенадцать — это чётное число."
"Russian","Ей не следует выходить ночью на улицу одной."
"Russian","У Вас есть прачечная?"
"Russian","Он хочет именно такие часы, как у тебя."
"Russian","Нью-Йорк — самый большой город на свете."
"Russian","Когда ты начал учить немецкий?"
"Russian","Ты хорошо выглядишь в кимоно."
"Russian","Я думаю поехать в Лос-Анджелес."
"Russian","Прежде чем я смог что-то возразить, на меня надели наручники и повезли в тюрьму."
"Russian","Ты можешь прочитать какую-то строку из Гамлета по памяти?"
"Russian","У него много врагов в мире политики."
"Russian","Когда-то на этом острове жил старик."
"Russian","Она курит по 20 сигарет в день."
"Russian","Слишком быстрая езда опасна."
"Russian","Она дала путешественнику еду и одежду."
"Russian","Я заплатила двести долларов за эту сумочку."
"Russian","На него всегда можно положиться в сложной ситуации."
"Russian","Один из моих друзей знает тебя."
"Russian","Он как раз это и сказал."
"Russian","Я предпочитаю театр но театру кабуки, так как первый выглядит элегантнее второго."
"Russian","У тебя болит голова?"
"Russian","Он безуспешно пытался убедить их в своей невиновности."
"Russian","Этот кофе недостаточно горячий."
"Russian","Это кофе недостаточно горячее."
"Russian","Война вступила в завершающую стадию."
"Russian","Не могли бы Вы уделить мне ещё несколько минут?"
"Russian","Он объяснил мне, как играть на гитаре."
"Russian","В его глазах появился радостный блеск."
"Russian","В этом колодце нет воды."
"Russian","Он живёт не в университетском городке."
"Russian","Эта песня мне знакома."
"Russian","Каждый год миллионы людей умирают от голода."
"Russian","Звонок ещё не прозвенел."
"Russian","Это очень просто, если знаешь правила."
"Russian","Он не понял её шутку."
"Russian","Мне очень нравится эта квартира, положение хорошее, и, кроме того, плата за аренду небольшая."
"Russian","Я могу читать по-английски."
"Russian","Я обжёг руку утюгом."
"Russian","Я шёл по парку, когда услышал, как кто-то позвал меня по имени."
"Russian","Николь очень хорошо говорит по-японски."
"Russian","Я ищу кошелёк."
"Russian","В настоящее время эта группа очень активна."
"Russian","Я поймал её за руку."
"Russian","Выучите это предложение наизусть."
"Russian","Он живёт в маленьком уютном доме."
"Russian","Он не знал, что делать с оставшейся едой."
"Russian","Я не могу как следует закрыть дверь."
"Russian","Знаешь, где находится Токийская башня?"
"Russian","Он слишком молод, чтобы идти туда в одиночку."
"Russian","Его друзья покинули его."
"Russian","У этой газеты большой тираж."
"Russian","Её улыбка выражала благодарность."
"Russian","Каждый кулик своё болото хвалит."
"Russian","Синано длиннее, чем все остальные реки в Японии."
"Russian","Ты выглядишь очень бледным."
"Russian","В целях общественной безопасности аварийные выходы не должны быть перекрыты."
"Russian","Ни один из этих автобусов не идёт в Синдзюку."
"Russian","К сожалению, линия занята."
"Russian","Пожалуйста, обдумайте это и сообщите мне о Вашем решении."
"Russian","У этих двух языков есть много общего."
"Russian","Эта история напомнила мне об отце."
"Russian","Вопрос в том, можно ли ей доверять."
"Russian","Я решил, что приготовлю на обед."
"Russian","Её часы отстают на десять минут."
"Russian","Я готов тебе помочь."
"Russian","Я буду рад тебе помочь."
"Russian","Мы играли в эту игру по новым правилам."
"Russian","В этом я с тобой согласен."
"Russian","Я очень рад тебя встретить."
"Russian","Я встретил девушку из Америки."
"Russian","Мы каждый день смотрим телевизор."
"Russian","Или я ошибаюсь, или ты."
"Russian","Кто рассказал тебе о её смерти?"
"Russian","В стакане осталось мало воды."
"Russian","Он расстроен."
"Russian","Мой дедушка подарил мне подарок на день рождения."
"Russian","Я надеюсь построить новый дом в следующем году."
"Russian","Запишите, пожалуйста, мой адрес."
"Russian","Мой муж очень хорошо готовит."
"Russian","Я хочу тебя кое о чём попросить."
"Russian","Где ты собираешься провести отпуск?"
"Russian","Ей принадлежит мировой рекорд в беге на сто метров."
"Russian","Смешай красную краску с синей."
"Russian","Нельзя делать два дела одновременно."
"Russian","Скажешь, когда мне начинать."
"Russian","Новости её удивили."
"Russian","Он и пальцем не пошевелит."
"Russian","Завтра я поеду в Хоккайдо."
"Russian","Садитесь, пожалуйста."
"Russian","Вам надо только нажать на кнопку."
"Russian","Он обязательно придёт."
"Russian","Не читай на ходу."
"Russian","Лиха беда начало."
"Russian","Поспешишь — людей насмешишь."
"Russian","В гостях хорошо, а дома лучше."
"Russian","Сыпать соль на рану."
"Russian","Не всё то золото, что блестит."
"Russian","Все дороги ведут в Рим."
"Russian","Лучше один раз увидеть, чем семь раз услышать."
"Russian","Предупреждён — значит вооружён."
"Russian","Яблоко от яблони недалеко падает."
"Russian","Плохая яблоня — плохие яблоки."
"Russian","Не буди лихо, пока оно тихо."
"Russian","Не буди Лихо, пока оно тихо."
"Russian","Меньше знаешь — крепче спишь."
"Russian","С глаз долой — из сердца вон."
"Russian","Пришла беда — отворяй ворота́."
"Russian","Я вполне счастливый человек!"
"Russian","Это чертовски сложно!"
"Russian","Ещё чего!"
"Russian","Ещё чего не хватало!"
"Russian","Хватит дурака валять!"
"Russian","Какой кошмар!"
"Russian","Прежний кочегар выпил чего-то ценой в соответствие зарплате, и волшебный эликсир перенес его в то дальнее зарубежье, где всеобщая безработица есть синоним вечного счастья."
"Russian","Все люди рождаются свободными и равными в своем достоинстве и правах. Они наделены разумом и совестью и должны поступать в отношении друг друга в духе братства."
"Russian","Один, два, три, четыре, пять, шесть, семь, восемь, девять, десять."
"Russian","Добрый вечер, как ваши дела?"
"Russian","Этот чувак просто с ума сошёл!"
"Russian","Чтоб я тебя здесь больше не видел!"
"Russian","Вернёмся к делу."
"Russian","Я не знаю, когда Боб приехал в Японию."
"Russian","Он немного тяжёлый на подъём."
"Russian","Вещи иногда бывают более красивыми, когда на них смотришь с другой стороны."
"Russian","Вижу слёзы в твоих глазах."
"Russian","Вдали слышу звук тихо шумящих дорог."
"Russian","Никогда не забуду тебя."
"Russian","Девочка поёт и танцует, а потом смеётся надо мной."
"Russian","Как всегда, я мог только надеяться, что милиция меня не остановит."
"Russian","Не помню твоего имени."
"Russian","Мощным взмахом поднимает он красавицу-княжну и за борт ее бросает."
"Russian","Поутру пташечки запели."
"Russian","Пора настала расставаться."
"Russian","О чём ты плачешь, дорогая?"
"Russian","Пел нам каждый вечер песни соловей."
"Russian","К сожаленью, день pожденья - только раз в году."
"Russian","Ко мне на день рожденья никто не приходил."
"Russian","Эта проблема действительно требует решения, но это как стрельба из пушки по воробьям."
"Russian","У меня это вылетело из головы."
"Russian","У меня вертится на языке."
"Russian","Вижу фейерверки!"
"Russian","Я вернулся в Японию."
"Russian","Я нырнул в реку."
"Russian","Вы планируете участвовать в собрании?"
"Russian","Моя жена плохо водит машину."
"Russian","Ему не нравится кофе."
"Russian","У него важный пост в компании."
"Russian","В этой гостинице есть спортзал и бассейн."
"Russian","Она встала поздно."
"Russian","Я рад видеть Вас снова."
"Russian","У нас здесь есть несколько пакетов."
"Russian","Что Вы делаете сегодня вечером?"
"Russian","Сейчас у меня мало денег."
"Russian","Говорят, что Мэри болела на прошлой неделе, но сейчас она хорошо выглядит."
"Russian","Ваша замечательная лекция — это бисер перед свиньями."
"Russian","Говорят, он был очень богат."
"Russian","Эта книга слишком сложна для понимания."
"Russian","Ты член бейсбольного клуба?"
"Russian","Напротив дома странный мужчина."
"Russian","Тебе следовало сообщить мне раньше."
"Russian","Тони говорит по-английски лучше, чем я."
"Russian","Человек с тяжёлыми повреждениями умер до того, как его доставили в больницу."
"Russian","Она никак не могла наложить на себя руки."
"Russian","Дорога идёт параллельно реке."
"Russian","Грубо шутить над своим начальником на людях."
"Russian","Лучше бы ты выключил свет перед тем, как ложиться спать."
"Russian","Надеюсь, нам не придётся ждать слишком долго."
"Russian","Его мать волнуется о нём."
"Russian","В конце концов она так и не перезвонила."
"Russian","Фудзияма красиво выглядит на закате."
"Russian","Мы все принимали то, что профессор знает английский, как должное."
"Russian","Большинство работников состоят в профсоюзах."
"Russian","Почему он жил в Соединённых Штатах?"
"Russian","Сейчас такое время, когда мы должны работать вместе."
"Russian","Я бы предпочёл идти в кино сам, чем с Бобом."
"Russian","Вскоре после этого мы снова случайно встретились."
"Russian","В последнее время у нас хорошая погода."
"Russian","Она разложила компакт-диски на полке в ряд."
"Russian","Когда ты будешь готова идти?"
"Russian","Она красавица."
"Russian","Я не могу понять, какова его настоящая цель."
"Russian","Возможно, с ним что-то случилось."
"Russian","Я изучал французский, а не немецкий."
"Russian","Я только что пришёл со школы."
"Russian","Компьютеры постоянно совершенствуются."
"Russian","Э, сэр? На доске написана не экспоненциальная функция, а тригонометрическая."
"Russian","Машина сломалась, поэтому им пришлось идти пешком."
"Russian","Он подвёз меня в аэропорт Нарита."
"Russian","Нам приходилось целыми днями обходиться без еды."
"Russian","Я собираюсь остаться с тётей на Гавайях."
"Russian","Я считаю, что она добрая."
"Russian","Этим летом у нас было мало солнечных дней."
"Russian","Охотничья собака направилась в лес."
"Russian","Тебе решать, покупать или нет."
"Russian","Я не могу забыть его доброту."
"Russian","Господин Ито — очень образованный человек."
"Russian","Это нельзя вылечить полностью."
"Russian","Цены сегодня высоки."
"Russian","Моя левая нога онемела."
"Russian","Сегодня национальный праздник."
"Russian","Льёт как из ведра."
"Russian","Никто не умеет думать, но каждый имеет готовое мнение."
"Russian","Он написал ряд захватывающих детективов."
"Russian","Старайся изо всех сил, и ты добьёшься успеха."
"Russian","Ограничивающая роль, которую некогда играло общество, исчезает, и взрослые всё неохотнее ругают чужих детей, когда те не слушаются."
"Russian","Он оставался в гостинице большую часть следующего дня, беседуя с друзьями и сторонниками."
"Russian","То, что в моей руке,—это окаменевшая ракушка."
"Russian","Ёко — капитан волейбольной команды."
"Russian","Встречая новые слова, ты должен смотреть их значение в словаре."
"Russian","Этот город печально известен загрязнённым воздухом."
"Russian","Я знаю девушку, отец которой — юрист."
"Russian","Я не смог прийти на вечеринку, да и не хотел."
"Russian","Это нанесёт вред урожаю."
"Russian","Как Вам приготовить яйца?"
"Russian","Как нам сказано в Священном Коране: «Бойтесь Аллаха и говорите правое слово»."
"Russian","«Возлюби ближнего, как самого себя», — это цитата из Библии."
"Russian","Я уже закончил эту книгу."
"Russian","Конечно можно."
"Russian","Дай мне ключ от этого замка."
"Russian","Один, три и пять — это нечётные числа."
"Russian","Но ему повезло."
"Russian","Он взял ручку и начал писать."
"Russian","У каждого своя правда, но истина — одна."
"Russian","Сегодня я видел скворца."
"Russian","Сегодня на ней белое платье."
"Russian","Мне удалось закончить работу."
"Russian","Написав на себе непонятно что и получив непредвиденный результат, что ты будешь делать?"
"Russian","Как вы знаете."
"Russian","Уважаемые пассажиры! При входе в транспортное средство и отсутствии проездного билета многоразового пользования прокомпостируйте билет одноразового пользования, не дожидаясь следующей остановки."
"Russian","Пожалуйста, приведите нам несколько примеров."
"Russian","Дракон — это выдуманное существо."
"Russian","На столе одно яблоко."
"Russian","Надо мной нависла тень."
"Russian","Я пришла в школу вовремя."
"Russian","Пожалуйста, обращайтесь к председателю!"
"Russian","Куда ты хочешь поехать этим летом?"
"Russian","Кролики высунули мордочки."
"Russian","Без тебя в этом городе пусто и одиноко."
"Russian","Да пребудет с тобой сила."
"Russian","Это землетрясение также унесло сто пятьдесят жизней."
"Russian","Мэри Хет была на этой неделе в Новом Орлеане."
"Russian","Город полностью опустошён."
"Russian","Проблемы с эрекцией могут быть вызваны различными причинами."
"Russian","У меня болит живот."
"Russian","Если завтра пойдёт дождь, мы останемся дома."
"Russian","Пульт от телевизора под диваном."
"Russian","На пятом этаже нет горячей воды, а на первом есть."
"Russian","Мой начальник был вынужден уйти."
"Russian","Моего начальника «ушли»."
"Russian","Я похоронил свою собаку на кладбище для домашних животных."
"Russian","В английском много заимствований из французского."
"Russian","Космос полон тайн."
"Russian","Шум всё громче и громче."
"Russian","Несчастный случай произошёл позавчера."
"Russian","Дайте мне бутылку вина."
"Russian","Поезд останавливается на каждой станции."
"Russian","Китайские иероглифы очень красивы."
"Russian","Я дважды был в Киото."
"Russian","Пожалуйста, сдайте необходимые бумаги."
"Russian","Какой сегодня обменный курс?"
"Russian","Они живут неподалёку."
"Russian","Джон не может сейчас жить в Лондоне."
"Russian","Здесь что-то воняет."
"Russian","Эта работа не окупается."
"Russian","Смогу ли я увидеть вас в следующий понедельник?"
"Russian","Самолёт опоздал из-за плохой погоды."
"Russian","День был настолько хороший, что мы решили устроить пикник."
"Russian","Мэри интересует политика."
"Russian","Её мечта — съездить в Париж."
"Russian","Если завтра будет идти снег, я сделаю снеговика."
"Russian","Что касается меня, я не против."
"Russian","«Кто написал эту книгу?» — «Джон»."
"Russian","Я разочаровался в тебе."
"Russian","Один шаг — и ты упадёшь с утёса."
"Russian","У тебя есть собственная комната?"
"Russian","Я надеюсь объяснить, почему, на мой взгляд, теория Эмета, первоначально применённая при проектировании в архитектуре, столь важна в физике."
"Russian","Он часто приходил навестить нас, когда я был ребёнком."
"Russian","Он пошёл в магазин."
"Russian","Он не дурак."
"Russian","Если бы я умер, кто бы стал заботиться о моих детях?"
"Russian","Вы когда-то писали книгу?"
"Russian","Она старалась изо всех сил, и у неё не получилось."
"Russian","Мы следили за игрой, затаив дыхание."
"Russian","Он поднялся со стула, чтобы поприветствовать меня."
"Russian","Все правила должны соответствовать политике компании."
"Russian","Нет ничего полезнее ксерокса."
"Russian","Я уезжаю в Лондон завтра утром."
"Russian","Не на моей парте!"
"Russian","Так как была дождливая погода, игру в бейсбол отменили."
"Russian","Вначале он казался очень искренним."
"Russian","Ты должен держать своё слово."
"Russian","Ты можешь ходить с закрытыми глазами?"
"Russian","Он лентяй от природы."
"Russian","Это было три дня назад."
"Russian","Молчание — великое сокровище."
"Russian","Осень — это время, когда еда особенно вкусная."
"Russian","Позвони мне завтра в шесть утра."
"Russian","Практика так же важна, как и теория, но мы склонны ценить вторую и презирать первую."
"Russian","Сегодня никто не может представить себе жизнь без телевидения."
"Russian","У моего отца много книг."
"Russian","Мой отец и мой брат работают на этой фабрике."
"Russian","Не могли бы Вы принести мне одеяло?"
"Russian","У неё есть парень, с которым они встречаются со старшей школы, но ей кажется, что их отношения стали просто привычкой, и ей они всё меньше нравятся."
"Russian","Лондон — один из крупнейших городов в мире."
"Russian","Она поехала в Италию, чтобы выучить итальянский."
"Russian","Мы ждали этой вечеринки с нетерпением."
"Russian","Мне очень интересны эти рассказы."
"Russian","Не говори о людях за их спиной."
"Russian","Это твой зонтик?"
"Russian","У меня анемия."
"Russian","Я отказался от этого предложения."
"Russian","Меня восхищает, как бегло ты говоришь по-английски."
"Russian","Мне нравится, как она улыбается."
"Russian","Киото не такой большой, как Осака."
"Russian","У неё есть привычка упражняться перед завтраком."
"Russian","Иногда я иду на работу пешком, а иногда еду на велосипеде, потому что я живу очень близко от работы."
"Russian","Они отпраздновали успех, откупорив бутылку вина."
"Russian","Она злилась на своего сына."
"Russian","Эти проблемы будут разрешены в ближайшем будущем."
"Russian","Мы скоро начнём работу."
"Russian","Я застрял в пробке."
"Russian","Двери были закрыты, и мы не могли войти внутрь."
"Russian","Я устал от монотонной жизни."
"Russian","Вас порекомендовал нам господин Хаяси из Кэё Стил Корпорейшн."
"Russian","Мне больше всего нравится лето."
"Russian","Тебе понравился фильм?"
"Russian","Церемония состоится завтра."
"Russian","Она настолько глупа, что верит в это?"
"Russian","Радио выключено."
"Russian","Я никогда не видел его в джинсах."
"Russian","Полагают, что в этом лесу живут привидения."
"Russian","Не зная, что сказать, я молчал."
"Russian","Когда ты уйдёшь, я буду очень сильно по тебе скучать."
"Russian","Она плакала, читая письмо."
"Russian","Услышав новости, она расплакалась."
"Russian","Она горько плакала."
"Russian","Говорят, что железнодорожная система в Японии чудесная."
"Russian","Батарея во внутреннем таймере компьютера разрядилась."
"Russian","Уверяю Вас, что подобная ошибка никогда не повторится."
"Russian","Возможно, она придёт."
"Russian","Я думал, ей будет сложно достать билеты."
"Russian","Это рассказ о коте."
"Russian","Я построил снеговиков и снежные дома."
"Russian","Давай пойдём в кино."
"Russian","Те туфли подходят к этой белой юбке."
"Russian","Меня чуть не сбила машина."
"Russian","Ей не хотелось обедать."
"Russian","Ей не хотелось есть ленч."
"Russian","Её выбрали председателем."
"Russian","Рассказ тронул меня до слёз."
"Russian","Её повысили."
"Russian","Я считаю, что он прав."
"Russian","Она прочитала ему одно стихотворение."
"Russian","Вчера я видел Синъити в Какогаве."
"Russian","Когда я впервые увидел тебя, я перепутал тебя с твоей сестрой."
"Russian","Над прудом есть красивый мост."
"Russian","Идёт сильный дождь."
"Russian","Скажи, о чём ты думаешь."
"Russian","Есть вопросы, которые нам необходимо обсудить."
"Russian","Эта книга гораздо полезнее, чем та."
"Russian","Ты когда-то ещё ел такой вкусный суп?"
"Russian","На её месте я бы ещё не сдавался."
"Russian","Мне нравится этот актёр."
"Russian","Здание справа — это школа."
"Russian","Она услышала, как кто-то звал на помощь."
"Russian","Если ты положишь больше чайных листьев в чайник, чай будет вкуснее."
"Russian","Бесстыдный лжец говорит улыбаясь."
"Russian","Я попросил ключ и пошёл наверх, в свою комнату."
"Russian","Меня совсем не интересуют детективы."
"Russian","Я бы лучше остался дома, а не шёл на улицу в такую погоду."
"Russian","Пока тебя не было, звонил какой-то господин Вест."
"Russian","Ты помнишь, как его зовут?"
"Russian","Эта гадалка — обычная лгунья."
"Russian","Когда нам говорят не приходить, нам только ещё сильнее хочется прийти."
"Russian","Кроме того, стремительные изменения, которые появились в наше время в связи с глобализацией, привели к тому, что многие мусульмане стали считать запад враждебным к исламским традициям."
"Russian","Он сделал вид, что не заметил меня, когда я шёл мимо него на улице."
"Russian","У него есть брат, который живёт в Токио."
"Russian","Все члены клуба, кроме меня, — мужчины."
"Russian","Как же это чудесно!"
"Russian","Мы без проблем подобрали пароль."
"Russian","Она включила свет."
"Russian","Ты не можешь хоть раз прийти вовремя? Я ждала тебя целый час."
"Russian","Скалолазы добрались до вершины до наступления темноты."
"Russian","Не все книги стоит читать."
"Russian","Где чай с молоком?"
"Russian","Она только всё время плакала."
"Russian","Пекин — столица Китая."
"Russian","Вот мой флаг для нюнорска. Поскольку идеология нюнорска основывается на максимальном расхождении с датским, датский фон флага заменяем исландским, потому что создатели языка использовали исландский для вдохновения. Форма флага не прямоугольна, потому что... ну, странный он, этот нюнорск."
"Russian","Люди любят свободу."
"Russian","«Во сколько вы встаёте?» — «В восемь»."
"Russian","«Когда Вы встаёте?» — «В 8 утра»."
"Russian","Я знаю, что вы сильны, но политическое давление будет сильнее."
"Russian","Моего языка нет в списке!"
"Russian","Мы накажем тебя во имя Луны!"
"Russian","Эти апельсины сгнили."
"Russian","Эти апельсины испортились."
"Russian","Он часто объясняет свои неудачи невезением."
"Russian","Я смотрел по телевизору теннисный матч."
"Russian","Я знаю, что она красивая."
"Russian","Эти здания маленькие по сравнению с небоскрёбами в Нью-Йорке."
"Russian","Юрист ждал Бена."
"Russian","Нет ничего ценнее любви."
"Russian","Адвокат ждал Бена."
"Russian","Давайте выучим это стихотворение наизусть."
"Russian","Запах роз наполнил комнату."
"Russian","Африка — это материк, Гренландия — нет."
"Russian","Пошёл на хуй!"
"Russian","«Metroid Prime 3: Corruption» — видеоигра от Nintendo, доступная исключительно на Wii."
"Russian","Придя домой, я заметил, что потерял кошелёк."
"Russian","Симметрия скучна."
"Russian","Когда я пришла домой, я заметила, что потеряла кошелёк."
"Russian","Раньше, когда у нас ещё были гульдены, всё было дешевле, чем сейчас с евро."
"Russian","Этот вопрос показался мне очень лёгким."
"Russian","Я нашёл этот вопрос очень лёгким."
"Russian","В мае все птицы откладывают яйца."
"Russian","Я бы с радостью всё это перевёл, но не знаю голландского."
"Russian","Обратите внимание, что максимум не всегда существует."
"Russian","Чаша моего терпения переполнилась."
"Russian","Может, и мне подобавлять предложений без перевода? Так можно очень быстро поднять рейтинг своего языка."
"Russian","Спутник находится на окололунной орбите."
"Russian","Благоразумная птица выбирает своё дерево. Мудрый служитель выбирает своего мастера."
"Russian","В любом случае, это тебя не касается."
"Russian","Жизнь рухнула без тебя."
"Russian","Не добавляйте в чай сахар."
"Russian","Руки вверх!"
"Russian","Это не класс."
"Russian","У меня кончаются идеи."
"Russian","То, что одолжили, надо возвращать."
"Russian","Дождь, дождь, уходи."
"Russian","Прошу вас, пожалуйста, дайте мне визу."
"Russian","Наконец!"
"Russian","Когда Вин Дизель отжимается, он не поднимает себя, а опускает Землю."
"Russian","Гораздо лучше, когда будят птички, чем когда будит будильник."
"Russian","Я всё знаю."
"Russian","Помяни чёрта, и он тут как тут."
"Russian","Существует ли объективная история?"
"Russian","У тебя есть время во вторник?"
"Russian","Я уже закончил свою работу."
"Russian","Каникулы подходят к концу."
"Russian","У меня две племянницы."
"Russian","Давай потом посмотрим."
"Russian","Птица была покрыта белыми перьями."
"Russian","Джон воспользовался слабостью Билла."
"Russian","Позвони мне в четыре. Мне надо сесть на первый поезд."
"Russian","Отличить правильное от неправильного нелегко."
"Russian","Мне больше всего нравится чай ""English Breakfast""."
"Russian","Он сказал, что заболел, и это была ложь."
"Russian","Если бы Бога не было, стоило бы Его придумать."
"Russian","Мы пробовали убедить его."
"Russian","Если ты улыбнёшься, я буду счастлив."
"Russian","Это бессмысленно."
"Russian","Ты умеешь вести бухгалтерию?"
"Russian","Я любопытная."
"Russian","Все зайцы — козлы!"
"Russian","Он выпил стакан красного вина."
"Russian","Я наконец-то нашёл решение этой проблемы."
"Russian","Я потерял ключ."
"Russian","Пианино дорогое, но машина дороже."
"Russian","Как у тебя дела? Я очень давно тебя не видел!"
"Russian","Нет ничего нового под солнцем."
"Russian","У нас по два уха."
"Russian","Меня пригласили на обед."
"Russian","Места для курящих или для некурящих?"
"Russian","А если кто не примет вас и не послушает слов ваших, то, выходя из дома или из города того, отрясите прах от ног ваших."
"Russian","«Ты будешь учиться после обеда?» — «Да, буду»."
"Russian","А теперь чего делать?"
"Russian","Том показал ей письмо от Деда Мороза."
"Russian","Я сделал уроки и хочу пойти спать, но мне уже снова пора идти в школу."
"Russian","Структура мозга сложная."
"Russian","Он тебя подождёт."
"Russian","Это не может быть правдой."
"Russian","Возможно, что она знала ответ."
"Russian","Как прошёл урок французского?"
"Russian","Каждый из нас как луна: у всех есть тёмная сторона, которую мы никому не показываем."
"Russian","Победа маловероятна, но возможна."
"Russian","Небо было усеяно звёздами."
"Russian","Сумасшествие полезно для здоровья."
"Russian","Он безнадёжен."
"Russian","Нидерланды — маленькая страна."
"Russian","Голландия — маленькая страна."
"Russian","У себя на родине, во Франции, проект Tatoeba стал культурным и социальным феноменом."
"Russian","Он пристрастился к старбаксовскому кофе."
"Russian","Я не знаю, как понимать его слова."
"Russian","Мир меняется всё быстрее и быстрее."
"Russian","Это мои штаны."
"Russian","Учиться никогда не поздно."
"Russian","Пожалуйста, покажите мне эти фотографии."
"Russian","Вяленая рыба мне не по вкусу."
"Russian","Квинтэссенция свободы — это математика."
"Russian","Сущность свободы — в математике."
"Russian","Не разговаривай за столом."
"Russian","Когда я ем, я глух и нем."
"Russian","В Беларуси живут представители различных религий."
